,Value,System,Privacy,Spam,Finance,Others,commentid,appid
10131,凡是需要充值又没有提示确认充值页面的，基本上是骗人的，这个大家还是不要玩了吧，一不小心就扣了你10元话费，如果话费能赢回来就不说了，关键是你得到了280张左右兑换劵之后，基本上就得不到了,0,0,0,1,0,2308660,79985
10132,垃圾游戏一星也不想给，点一下莫名其妙就扣钱了，说送礼包一领取就扣,0,0,0,1,0,3710744,6211
10133,妈的，老子进去就扣钱，什么都没有按钱就没有了，,0,0,0,1,0,3635026,6211
10134,莫名其妙就扣钱   还有天理,0,0,0,1,0,3569840,6211
10135,别吧我觉得这不是我这种穷人玩的，啥卵玩意儿一下子就快把我话费扣光,0,0,0,1,0,3563433,6211
10136,辣鸡游戏  道具一点到就扣话费的看都没看就扣,0,0,0,1,0,3562350,6211
10137,扣钱不提示，太,0,0,0,1,0,3522993,6211
10138,无缘无故扣钱   小米不管么   太让人失望,0,0,0,1,0,3503238,6211
10139,我操  这无缘无故的就扣你钱  大家千万不要,0,0,0,1,0,3497101,6211
10140,他妈的，会自己扣钱，别玩这个游戏,0,0,0,1,0,3486027,6211
10141,莫名其妙就死了，扣金币了,0,0,0,0,0,985399,23684
10142,"5金币x256倍,我牌全部出完了,正常要显示加金币,系统就停在那了,我还己为是网络慢,再就直接把我踢出来.金币一个子也没给.有时赢二三十金币少给好多个,输了绝对不少扣,弄不明白,给个说法",0,0,0,0,0,713088,23684
10143,渣渣，战斗途中的激烈音效抄了初代的雷霆，遇到密集弹没碰到就扣血，地图没抄，但是，模仿雷霆战机全部地图,0,0,0,0,0,4085627,77047
10144,磨磨唧唧才发货，部分商品真的贵，天猫超市折扣多，样样划算还正,0,0,0,0,0,3357160,75664
10145,广西省都没买个鸟啊，东西贵货又少，大润发是靠扣员工的200元伙食费’，强制员工买垃圾吗,0,0,0,0,0,1251345,75664
10146,为什么新版不能用扣扣登录了？那我的记录呢？,0,0,0,0,0,3496938,64325
10147,一不小心就扣钱，给二星。 😔😔😔😔😔,0,0,0,1,0,3196755,64325
10148,一不当心还扣到钱了，,0,0,0,1,0,1174199,78276
10149,扣了钱没有金币😈,0,0,0,1,0,1835067,84098
10150,充值之后钱扣了 金币没给我。打客服电话根本没有人工。显示的是诈骗电话,0,0,0,1,0,1579705,84098
10151,扣钱了不充金币  客服电话没人接！骗钱软件,0,0,0,1,0,1348976,84098
10152,不要玩   曹坑钱  买金币扣钱不给金币    而且不花金币没法玩   坑钱的货    千万不要玩    血的教训   真的   相信我😡👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎💔💔💔💔💔💔💔💔💔💔💔💔,0,0,0,1,0,1339056,84098
10153,一开始充了6元 金币不到账 以为手机有问题 又充了6元还是没金币。这尼玛是啥情况，有这么坑的游戏吗？手机扣了12元 毛的金币没看到 多么么黑心的游戏！！一星都不想给！,0,0,0,1,0,1326925,84098
10154,麻痹的  一分都不想给  扣钱了金币不到帐  黑黑,0,0,0,1,0,1321664,84098
10155,扣了钱，金币不到帐，黑钱的游戏,0,0,0,1,0,1319066,84098
10156,垃圾钱扣了金币却没给求解,0,0,0,1,0,1270809,84098
10157,如果可以的话。能倒扣100星吗？垃圾中的战斗机。授信额度超过35000。1000块钱借不出！明显是在骗资,0,1,0,0,0,4093468,100260
10158,我是一名在王者代练接单的打手，怎么说呢，这软件有个很大的弊端，一旦你协商结算必扣全部效率保证金，也就是说如果代练费低于效率保证金，那么恭喜你，你不仅白打，而且还要亏钱，客服是百分之五百维护上家利益的，你申诉也没用，所以接单要慎重，无法按时完成的单子就不要接，还有这平台价格低的要死，完全不把我们打手的辛苦当回事，建议不要下，问题很多，平台有点黑,0,0,0,0,0,4221707,452103
10159,这是什么意思？时间还没过就扣双金？又不是打不上,0,0,0,0,0,4197237,452103
10160,呵呵辣鸡平台，狗一样只懂得维护商家的东西，钻三上王者三星410块，差两星就睡了没打，醒直接被商家申诉了，240块押金扣了140打了40星一分钱没拿到，还被扣140呵呵呵呵呵我就干了尼玛了个比，死全家的平台，专业坑打手，巴不得商家申诉打手吧，好扣效率金，干了尼玛的个比你知道吗？嗯？草泥,0,0,0,0,0,4136937,452103
10161,尼玛别信，接一个单号登不上，玩家联系不上，找客服也没人理，到现在还扣着我保证金,0,0,0,0,0,4045467,452103
10162,我打完不给钱 还扣我双金 什么鬼 这软件有,0,0,0,0,0,3978234,452103
10163,怎么进不去了，难道只会扣钱，不能用了。强烈要求退我的会员费,0,0,0,1,0,4372798,430137
10164,会员费都扣了几个月了    还是不能,0,0,0,0,0,4369775,430137
10165,是骗钱的应用宝吧，至尊会员开了就用不了了，每个月还在扣钱，退订不了,0,0,0,1,0,4278568,430137
10166,"给我抢了我不需要并且我没选的车次,退票扣50，牛逼",0,0,0,1,0,4424746,405
10167,差评  垃圾软件 买车票时支付的时候用支付宝 有延迟 银行卡里的钱也被扣了  车票到没买,0,0,0,1,0,4364502,405
10168,只能说携程太坑了，十一回家抢票，买了30的加速包，结果最后多扣了我一百多块钱，我都不知道花哪了！而且每次买票都必须要跟套餐，特别是机票，套餐还是必选项，太坑了！以后再也不用携程了！被坑惨了,0,0,0,1,0,4039462,405
10169,妈的，国庆前两星期预约的票，结果国庆前一天告诉我购票失败，打客服让我到别的平台或者车站买票，逗我吧，让老子怎么回家，退个票要扣手续费，那你购票失败怎么不赔偿我，TMD辣鸡。就因为我买了最便宜的安心出票套餐，你就不给我购票是吧，购不到票就不要接那么多订单，会坑到人的!😲😲😲😲,0,0,0,0,0,4064151,405
10170,以前提现都不需要手续费。现在提现扣一块钱手续费。说是两个工作日到账。我都提现半个月了。还没到呢！这是什么节奏啊,0,0,0,0,0,1517917,88003
10171,天天说没有违章，结果扣分了都不知,0,0,0,0,0,1046117,5391
10172,还可以！就是扣分和罚款的情况没,0,0,0,0,0,941667,5391
10173,骗人 的游戏 乱扣话,0,0,0,1,0,3042530,62089
10174,垃圾游戏扣,0,0,0,1,0,2861180,62089
10175,太垃圾～千万不要下，不小心点了充值连确定都没有，直接扣钱了，浪费我二十块钱，老子不缺这二十块钱，黑心开发商,0,0,0,1,0,2267175,62089
10176,乱扣钱，垃,0,0,0,1,0,2159820,62089
10177,这个不好玩扣钱太厉害了,0,0,0,1,0,1987534,62089
10178,太坑了，莫名其妙扣了我20块钱,0,0,0,1,0,1721988,62089
10179,玩了两盘被扣话费9.06元，还被限制呼入,0,0,0,1,0,1697945,62089
10180,最好别下，小孩玩百分百会点到收费，而且不要验证，直接扣,0,0,0,1,0,1152915,62089
10181,我非常鄙视你们这个软件和公司。资料准备好了，审核不通过，马上把我这扣扣拉黑，跟你们亲亲小贷公司说一下，贷款软件借给我的两万我都还了，想我以后用你们这个软件搞分期贷款，想得美。没钱就别搞贷款，穷狗公司,0,0,0,0,0,3855153,54126
10182,尼玛虽然方便但是动不动扣钱我都不想用了，以前住的地方放管理处几天都没事，这破东西要是我出差怎么办不得把我的钱扣光吗？还有软件也不行，付不了钱，反应又慢，好烦啊。,0,0,0,0,0,1785238,92066
10183,无法支付，快递扣在那柜子里，东西都要烂,0,0,0,0,0,1783101,92066
10184,差评 果断卸载 自摸和点炮都是一样会扣分 没有财,0,0,0,0,0,4115417,89422
10185,第一次付款提示未成功，再付了一次，结果搞得被扣两次钱，想找个客服问问都找不到！！！有这么坑钱的，气死我了！！！！！,0,0,0,1,0,3631288,14418
10186,自动扣钱请解答麻,0,0,0,1,0,3796196,54364
10187,回归折扣礼包在哪啊？？？？？？,0,0,0,0,0,2510646,122156
10188,更新之后不能扣图了昂 差,0,0,0,0,0,4660990,1980
10189,小米客户端竟然没有一个礼包，充值没有折扣，玩J,0,0,0,0,0,3885268,334642
10190,没有折扣没有礼包太差了起别的,0,0,0,0,0,3314756,334642
10191,没有折,0,0,0,0,0,3739113,334642
10192,扣钱多,0,0,0,1,0,3723099,70342
10193,垃圾尼玛，挂机4天上线TVIP奖励时间还是领不了，时间计算永远有问题，你你个垃圾公司到底想坑我多少元宝……扣的钱折起来都快有几百了吧……糊弄我们玩家你良心真就一点都没剩了？审核爱过不过，人在做天在看，就不怕遭报应,0,0,0,1,0,3847902,155092
10194,扣了钱没给蓝钻，给个说法，谢,0,0,0,1,0,3787404,116593
10195,这游戏很扣，没什么意,0,0,0,0,0,1312341,86958
10196,垃圾游戏，联网时乱计分，每次输了扣三四十分，赢了才一二十，怎么玩,0,0,0,0,0,762559,31828
10197,5.8版本五颗星，然而最近官方强行不给5.8版本导入课表了，扣两颗星。。,0,0,0,0,0,4473708,13398
10198,差评，明明写着30可提现，结果呢，提出来时还要交税，又各种扣，纯属无良软件，圈钱软件！,0,0,0,0,0,4286740,19174
10199,新版本有时捡金币反而会扣除总数的，快修复！！！！好像每天限额150后不再增加了,0,0,0,0,0,3765293,100335
10200,辣鸡，刚开始还好，用到后来金币没捡到还扣了我的金币，连那个花也经常喂养失败，还经常系统更新，用不来，你那有那么多要更新的，每个月都要更新好几次，还要维修，一个月也就没剩几天可以正常使用,0,0,0,0,0,3574401,100335
10201,几次打宝箱没开成倒扣了金币，垃,0,0,0,0,0,3564447,100335
10202,辣鸡，狗东西大家不要用了，会自动扣钱,0,0,0,1,0,3507726,100335
10203,垃圾……投诉功能不全面。为什么不出地域黑的投诉…只投诉个人动态有什么用。只不过是让他删除了自己的动态…地域黑属于犯法…应该直接扣个人信誉或者直接封号,0,0,0,0,0,3820801,346
10204,差评，自动扣,0,0,0,1,0,3521584,346
10205,莫名其妙扣我10块钱还没有会,0,0,0,1,0,3498635,346
10206,支付宝账号都取消了  还在扣款  开会员  还钱   儿,0,0,0,1,0,3413323,346
10207,一下子就明白了那么多人差评的原因，到底是国企，八成这些兼容的机子肯定是老式的安卓或者苹果，新出来的机子八成是不兼容的。搞不好这应用也是外包回,0,0,0,0,0,4354727,9407
10208,垃圾app，违法图片都没有，就知道扣钱扣,0,0,0,1,0,4348511,425166
10209,钱扣了，分扣了，就是违章记录一直不能消除，关键是还找不到人咨询处理！太坑了,0,0,0,1,0,4239569,425166
10210,为什麽删我的帖子还扣钱不,0,0,0,1,0,4309931,22704
10211,扣扣登录死了,0,0,0,0,0,4387886,5314
10212,垃圾死了，评论还得审核才能打出来  真垃圾，扣钱还不好玩   一星都不想,0,0,0,1,0,966000,80609
10213,耐玩程度确实可以，游戏质量三星。但特么小米max2打到一半闪退啊啊啊捡到装备升级就闪退扣一星(´-﹏-`；)  程序员什么时候修复(´-﹏-`；,0,0,0,0,0,4266981,465978
10214,这个游戏，我刚打开5分钟。不知道怎么回事，就扣了我话费20块,0,0,0,1,0,4544779,466403
10215,乱扣钱，乱谈东西出来,0,0,0,1,0,4309823,466403
10216,什么垃圾游戏，一不注意就扣钱，没玩几分钟信息提示扣了30块钱，cnm买棺材,0,0,0,1,0,4309673,466403
10217,哉扣钱💰本来半颗,0,0,0,1,0,4298516,466403
10218,垃圾游戏动不动就扣钱快吧扣我的三十块钱还,0,0,0,1,0,4289886,466403
10219,超级垃圾 一不小心就扣你20块钱  真是要钱不要脸  游戏开发商家死一户口本 恶,0,0,0,1,0,4255630,466403
10220,扣我20元，没人管了,0,0,0,1,0,4252050,466403
10221,垃圾垃圾，还没完刚点进去扣20元，这垃圾游戏还在首页上挂着，我呸，我吃柠,0,0,0,1,0,4251054,466403
10222,首充没反应钱已经扣,0,0,0,1,0,4227126,431851
10223,乱扣扣,0,0,0,1,0,4234646,385106
10224,太不要脸了，点错就直接扣钱,0,0,0,1,0,3151613,121187
10225,一点也不好玩，没花金币就扣::>_<:,0,0,0,0,0,3136278,121187
10226,小米和别人拆扣区混在一起   我也是无语,0,0,0,0,0,4182530,449253
10227,你们要注意，一不小心就会扣钱，1星也不想,0,0,0,1,0,3953123,463243
10228,千万不要充钱，扣了钱元宝不到账,0,0,0,1,0,3966675,442529
10229,出现充值扣款成功，福利却不到账的情况,0,0,0,1,0,3928185,442529
10230,骗钱游戏，连个确定都没有，一不小心点到，马上扣钱，这游戏公司的人全部死全,0,0,0,1,0,3261127,429233
10231,花钻石买人物碎片   钻石扣了人物不给   坑,0,0,0,0,0,3243099,429233
10232,一星都不想给    一不注意就扣话费    连支付都不用验,0,0,0,1,0,3143677,429233
10233,小孩拿手机玩让扣了120,0,0,0,1,0,4314682,440514
10234,垃圾游戏，三岁小孩点开直接扣了35，骗子,0,0,0,1,0,4254196,440514
10235,垃圾 乱扣钱,0,0,0,1,0,4129304,440514
10236,垃圾游戏，不停的扣,0,0,0,1,0,4094004,440514
10237,坑爹的游戏  乱扣钱  分分钟四十块钱没有了  ,0,0,0,1,0,4041089,440514
10238,妈的，一下扣了老子29-垃圾乱七八糟的游戏…,0,0,0,1,0,4372264,549244
10239,一点都不好！(#｀皿´)< 怒怒怒怒怒怒!!!一进去就被扣20！恨不得把这删了！！！还要评星？我看一星不得！！！,0,0,0,1,0,4357576,549244
10240,TMD，啥都没有就扣了老子30元，投,0,0,0,1,0,4356538,549244
10241,垃圾游戏，恶意骗钱，都没同意支付，我弟弟玩一下就扣了30,0,0,0,1,0,4353412,549244
10242,"没充钱,可扣神经病游",0,0,0,0,0,4345916,549244
10243,垃圾，让孩子玩了一会直接扣掉我60多话费，都他妈不带打招呼的，垃圾骗,0,0,0,1,0,4342858,549244
10244,妈的比！给游戏扣了老子二十九块,0,0,0,1,0,4337996,549244
10245,直接扣除29元话费，我也是醉,0,0,0,1,0,4335441,549244
10246,一星都没有！乱扣钱，没有提示，没有确认，直接扣钱！什么东西,0,0,0,1,0,4304304,549244
10247,乱扣钱差评没提醒29元没了我都没按指纹支,0,0,0,1,0,4296168,549244
10248,差到极点了，里面有恶意扣钱的链接。孩子装上玩了5分钟就被扣了99元,0,0,0,1,0,4292791,549244
10249,在提现的前几天找各种理由扣发，主要以封号为主,0,0,0,0,0,3889214,86018
10250,辣鸡，扣我云豆弹我出去，说网络不好，网上22点玩自动订购那个8云豆的，问都不问，什么垃圾东西，亏我还充,0,0,0,1,0,4129960,82569
10251,辣鸡游戏，大家千万你要冲钱，一冲就卡机，然后你的钱扣了，游戏上没有你冲的游戏,0,0,0,1,0,3787062,278530
10252,直接扣话费的～玩了一次扣了我六块话费～直接卸,0,0,0,1,0,1604474,9079
10253,怎么会移动扣除3元！却没有金币到帐,0,0,0,1,0,1017272,9079
10254,手续费太高了，赚的都不够扣，能降低就好,0,0,0,0,0,2185023,75824
10255,存在隐性消费，未经顾客同意就多扣钱,0,0,0,1,0,2796560,5313
10256,太坑人了，总是多扣几块钱，不知道为什么，明明显示的是票价，扣的时候就加上几块钱。什么玩意。。。,0,0,0,1,0,3682757,5313
10257,我昨天二十买个终极车！付款了…告诉我购买失败！钱扣了！东西没给！怎么,0,0,0,0,0,2431921,255535
10258,烂，进不去还随便扣,0,0,0,1,0,2343618,113705
10259,这游戏真黑，骗人的吧，十五元才一千六的金币，玩着玩着就开始反扣金币，越打越少,0,0,0,0,0,2908574,66889
10260,注册并投资后，8元现金券没有抵扣，相当于新手一点优惠都没有，郁闷，利润率比较,0,0,0,0,0,2083517,79511
10261,真是艹  你吗  了 半夜扣我钱  早上借不出来,0,0,0,1,0,4525540,430528
10262,进去就莫名其妙收费，扣了十块钱，骗子！！,0,0,0,1,0,2539405,72762
10263,流氓公司垃圾公司造孽，不会长久，群众的眼睛是雪亮的！随随便便涨价，充值成功后用不了代金券抵扣的还不给退钱的,0,0,0,1,0,2285674,72037
10264,最流氓最垃圾的公司，充值扣钱了才说抵用券不能全国通用，赶紧倒闭吧，那些钱不退我起诉你们这些骗子公司,0,0,0,1,0,2584734,72037
10265,辣鸡游戏，上来就扣了我29块钱话费，骗,0,0,0,1,0,3050698,421954
10266,辣鸡游戏，明明购买给你按钮是领取，直接扣钱。辣鸡骗钱恶心不要,0,0,0,1,0,3046372,421954
10267,差评，刚玩就把话费扣完了自己都不知道什么情,0,0,0,1,0,3045619,421954
10268,额度怎么那么低，还扣了50块卡费,0,0,0,1,0,4042038,95365
10269,付款要3小时以内，退款要5～7工作日，付了钱不帮我拍，第二天涨价了就退款，还要扣5～7,0,0,0,0,0,1769264,51027
10270,怎么说呢，各分类频道没有明显看见播放排名选项，让人用的很麻烦，没电影频道又扣一星，完完全全要明确知道自己要看什么然后去收索才能看见，你在频道里面找很难找,0,0,0,0,0,4110386,56059
10271,不是为了看ow世界杯鬼才下这个加一，关键是不好就算了还不让说，评论区一堆睾贵党见提意见的就扣好几个帽子，好好好你牛逼你继续“享受a站”，我继续做一个低俗的b站用户好,0,0,0,0,0,4050946,56059
10272,太差了！闪退，乱扣分,0,0,0,0,0,1749612,64266
10273,充值钱扣了，钻石没给…这种bug不修复么,0,0,0,1,0,4326370,462304
10274,小米太坑了，建议大家去买个360，当乐的折扣号，冲500就是500块钱，同样的游戏，同样服务器同样玩家，别人充5000元宝只要2500，小米就要5000，玩不玩小米账号掂量吧。鄙视水军，,0,0,0,0,0,4496539,43116
10275,冲钱进去了，钱也扣了，但是道具没到，怎么回事,0,0,0,1,0,3155036,43116
10276,为何用扣扣登录闪,0,0,0,0,0,3955947,50699
10277,企鹅电竞真的6，几百块钱都扣。打压小主播,0,0,0,1,0,4443237,456147
10278,内扣不了，差,0,0,0,1,0,3179685,66001
10279,账单代扣越做越差，先是备注只能用系统预设的父母家，自己家，亲戚家三中标签。现在多个账单要看代扣是否成功必须得一个个点进去，以前倒是有个汇总成功了几张。。,0,0,0,1,0,4035381,25489
10280,打不开扣,0,0,0,0,0,3386815,65228
10281,垃圾，小孩玩了十分钟就被扣了一百多块,0,0,0,1,0,4130086,66889
10282,乱扣金豆简直就是垃圾中的战斗,0,0,0,0,0,2116107,59177
10283,还经常扣你的金币，打一次要重启无数次，烂,0,0,0,0,0,1696750,59177
10284,乱扣豆豆，明明赢了，却还扣豆豆，无语死了还老是重启游,0,0,0,0,0,1668317,59177
10285,竟然乱扣豆，彻底无语,0,0,0,0,0,1617958,59177
10286,每次打完就闪退，而且还无故扣金币，难道你们就这样让用户购买金币么？扣了我11万金币…………别个红米都没有闪退的现象！！！,0,0,0,0,0,670685,59177
10287,充还不够,0,0,0,0,0,1444920,56788
10288,垃圾原件，乱扣钱，都办了五元一个月的亲情号拨打还扣钱。骗子骗子骗子骗子,0,0,0,1,0,1596083,22207
10289,自己这面听得很清楚 对方却说听不着  不知道会不会扣话,0,0,0,1,0,938569,22207
10290,加载好慢哦，扣掉两颗,0,0,0,0,0,1144320,63822
10291,骗子，坑人的游戏，一玩就扣话费,0,0,0,1,0,3236254,90634
10292,垃圾游戏 大家小心 随便按一下 就会从你手机话费中扣钱买里面的道具 大家不要上,0,0,0,1,0,1681924,90634
10293,一是扣分太多，一两手就没了，逼着玩家充钱，过于短视；二是对网络要求极高，频繁掉,0,0,0,0,0,2391557,84918
10294,游戏很不错，但比较烧钱，小米端没有折扣給一分吧，不然发不出,0,0,0,0,0,1624148,79385
10295,30区连七日目标，折扣商店，成长基金都没有，玩尼玛，能不能解决？欺骗消费者,0,0,0,0,0,1619484,79385
10296,太垃圾了，扣金币很快，鱼又难捕，好评全是刷的！一直提醒充钱充钱……直接要抓,0,0,0,0,0,1600084,77422
10297,扣钱,0,0,0,1,0,1161430,77422
10298,让你跳，比捕鱼达人很多了，一不小心钱就给你扣了，大家千万小心,0,0,0,1,0,1105063,77422
10299,一个伪停，查询扣款200元，别的软件是100元而且都处理完了，可见这个挺黑,0,0,0,0,0,3844524,28090
10300,现在的货车版凯立德导航真的没法用了。在未更新之前我一直都用凯立德，凯立德货车版是我唯一信得过的导航也是最好用的。更新之后就变成超垃圾了，带走小路，带走禁行的路，是离目的地近的路就什么路都带你走，唉！真是服了凯立德货车版导航。昨天在顺德的大良镇凯立德货车版导航带我走到交警面前给栏住，开出的罚单是货车行驶在禁行的路段上，200元扣3分。交警还说我车还有两个违章未处理，一个是在广州北环路段另一个是在s291路段26公里处。这一听心都凉了，12分的证啊！凯立德啊凯立德你把我搞惨了啊,0,0,0,0,0,4032863,253202
10301,垃圾网，自动扣钱，查不了订单，钱也不给退，死全家的垃圾网平台,0,0,0,1,0,4141767,420715
10302,垃圾，没选无座票，结果给我抢个无座票，还扣30,0,0,0,0,0,4082773,420715
10303,手续费扣的多不说  退票款提交了十多天都不给你解决 这效率是有多慢 ？打客服电话总说等 等到猴年马月呀  扣款的时候秒扣  退款的时候是能拖多久就多,0,0,0,0,0,3859993,420715
10304,扣钱项目太多，而且老是扣钱成功，东西没有给，坑人，骗子,0,0,0,1,0,4054557,54908
10305,扣一星是因为闪,0,0,0,0,0,2915033,54908
10306,又扣一星是因为难度,0,0,0,0,0,2915033,54908
10307,20元话费购买26个金币，话费扣了，金币没,0,0,0,1,0,3963476,54908
10308,欠费2元不让销户！几个月没用，扣月租，可恶！,0,0,0,0,0,2166809,78433
10309,点一下就扣钱，骗钱游,0,0,0,1,0,3255216,431957
10310,别人头像都看不到，加不到好友，辣鸡！！！我赢了别人逃跑扣15分，我一分也不得,0,0,0,0,0,4193136,60881
10311,胡乱扣钱，希望能下架,0,0,0,1,0,3156733,429020
10312,莫名其妙，扣了话费，什么麻痹的游戏啊，评论都是刷出来的,0,0,0,1,0,3147434,429020
10313,扣钱软件大家别下，投诉，你,0,0,0,1,0,3128326,429020
10314,骗子，直接就扣话费。不要上当啊。一颗心都不想,0,0,0,1,0,3116051,429020
10315,差评，莫名其妙被扣15元，无语，游戏哪有这样子赚钱的，再也不玩,0,0,0,1,0,3093381,429020
10316,啊啊啊😱一不小心就扣了二十元话费，晕倒。。。。。,0,0,0,1,0,3090819,429020
10317,垃圾，扣分乱来,0,0,0,0,0,4242542,357430
10318,血的教训！报导游证课程花了3980元，学了一个月退学只拿回1900多，扣除了占学费25%的注册费955元和手续费数百元，不想再有人陷入退费割肉的骗局了,0,0,0,0,0,3796295,201566
10319,非常烂！人车在云南，提示我在上海违章4起扣11分罚款680，我特玛滴咋没有在美国速章呀？？？果断卸载！,0,0,0,0,0,3476480,176473
10320,别的平台都是折扣充值。这里毛都没。悲,0,0,0,0,0,1962857,71107
10321,游戏很好玩，但打一关副本要扣两次体力，而且还找不到客服，提什么问题精灵助手都不知道,0,0,0,0,0,4304796,426850
10322,扣了钱，道具没来，这游戏不能玩！！！！！！！！！！,0,0,0,1,0,4072044,422051
10323,打不开扣,0,0,0,0,0,4219217,23867
10324,扣字眼宝典你值得拥,0,0,0,0,0,3600193,75820
10325,垃圾软件，一样的东西，连续扣我两次,0,0,0,1,0,2717422,25940
10326,我的天呐，这个游戏扣了我26的话费呀,0,0,0,1,0,4684998,25940
10327,垃圾游戏，到处都是收费陷阱，还是直接扣话费，二次确认都不用,0,0,0,1,0,4668236,25940
10328,差评，直接扣我话费,0,0,0,1,0,4665290,25940
10329,动不动就扣话,0,0,0,1,0,1926761,79985
10330,还不小心扣了六块钱买金币。气死我了。，现在看到评论说是骗子，根本拿不到话费,0,0,0,1,0,1861006,79985
10331,啥烂逼东西进去还要钱。 一不小心点住都扣话,0,0,0,1,0,1714987,79985
10332,太差了，新的一年也不改进反倒更差，赢了也不给豆，输了还扣好多豆，一星都觉得浪费！！！,0,0,0,0,0,1155826,71603
10333,老是乱扣金,0,0,0,0,0,900980,71603
10334,太会扣钱,0,0,0,1,0,866100,71603
10335,扣分信息怎么没有,0,0,0,0,0,3043568,10304
10336,靠，我扫荡十次，就给我一次的奖励，扣的还是十倍的体力，求解,0,0,0,0,0,3327060,120413
10337,打着超低折扣的旗号卖着几十块钱到底烂,0,0,0,0,0,3382194,57796
10338,垃圾，垃圾，垃圾，扣款成功，不出票，客服只会自动回复，果断卸载，妈,0,0,0,1,0,4615013,8877
10339,买完票龙支付都扣款成功了，蜘蛛的手机应用就显示没付款，然后到时间订单失效了，钱也没退给我？！客服电话一直打不通，又买一次还是这样！非常差的购物体验，最差没有之一！！,0,0,0,1,0,4043521,8877
10340,我也看到莫名奇妙的点了什么信息费的，好多钱，也不知道它扣哪里了，好郁闷，这个游戏简直坑！,0,0,0,1,0,3026083,421954
10341,那里你点领取也要扣钱不点领取也要扣钱举报举报举报！！,0,0,0,1,0,3000329,421954
10342,辣鸡。不就是想赚钱，不知不觉扣了费,0,0,0,1,0,2936984,421954
10343,超级垃圾，玩到玩到的就玩不起了，还浪费了我20快，点错了直接扣,0,0,0,1,0,2136654,81575
10344,尼玛，不提醒就知道扣钱，果断卸载。话费被扣一百多元都不知道😭。垃圾要死。这游戏真贱,0,0,0,1,0,2120633,81575
10345,不注意就被扣话费了垃圾游,0,0,0,1,0,2083411,81575
10346,小米商店怎么会有这样的流氓游戏？？上来就扣二十块钱话费！！！可,0,0,0,1,0,2039846,81575
10347,不行不说每月还扣，钱,0,0,0,1,0,3636207,75978
10348,明明是4 G网络    我下东西都是2/3兆每秒    玩着排位赛时无缘无故网络异常   直接退出 并且扣掉积分    一句MMP必须要讲   本来是非常好玩的一个游戏   就我为这   游戏体验极其糟,0,0,0,0,0,4677566,463380
10349,这个游戏太假了！自己胡了还中了鸟！居然还扣2000多！极度的,0,0,0,1,0,2412717,87884
10350,太假了吧，直接跟我设置的是免密码支付，自动扣钱，而且，里面骗子很多，有几个是真心实意的，我一个没看见，还去了几百块钱，划不,0,0,0,1,0,4609997,5166
10351,扣图素材的图打不开！还是最早方便！！,0,0,0,0,0,1671992,2143
10352,闪退没有了，但是扣了钱充值不上是几个意思,0,0,0,1,0,3262131,58248
10353,玖富集团就一垃圾，不折不扣的垃圾。旗下所有产品都有套路，不信用用就知道了，到时候后悔连眼泪都没的流,0,0,0,0,0,4307987,446552
10354,总是无故克扣精,0,0,0,0,0,2802603,64325
10355,麻痹的，退票直接扣钱，垃圾软,0,0,0,1,0,3500479,47183
10356,抢票功能谨慎用，提交后难取消，就算抢票也不要购买“vip加速包”，这样不需要取消不了也扣不了你的钱！！,0,0,0,1,0,4618415,47183
10357,充值后钱扣乐，怎么没有反,0,0,0,1,0,2100174,104127
10358,不好用，输入很麻烦，折扣输不进,0,0,0,0,0,1349574,92000
10359,随意判定交易异常，要提供进出货凭证，提供凭证随意审核不通过，强制退款，退款也要收取0.6%手续费，没听过原路退回还收手续费的，而且货都发给买家了，钱还退回买家账户，这是什么逻辑？大家千万不要用，否则有的烦，而且我们也不知道钱给买家了还是被他们扣下了,0,0,0,0,0,1683946,56455
10360,垃圾，暗扣一星不想,0,0,0,0,0,3591933,64082
10361,掏钱买的砖石  钱扣了砖石没到 buy太多 每日奖励也没有 垃圾游戏 再不改版你等着倒闭吧 S,0,0,0,1,0,1702019,59310
10362,必须给差评！我给这儿子充值，这儿子不孝！钱扣了，游戏币没给我充上，而且想打客服问询，TMLGB！客服不接电话！骗钱的玩意儿！畜生,0,0,0,1,0,645018,59310
10363,这尼玛，一开始玩就扣了老子29元话费，大家小心～…～,0,0,0,1,0,1674846,85554
10364,到三十多关开始每局开始就闪退，还扣体力,0,0,0,0,0,1314846,85554
10365,总闪退，还扣分，讨,0,0,0,0,0,1285035,85554
10366,什么玩意    平白无故扣20元    ,0,0,0,1,0,913128,78276
10367,辣鸡！退钱！打车打到了幽灵车，人没接走车没到就扣钱，投诉还不处理，早点倒闭！剩下的钱就给你们买棺材用的少,0,0,0,1,0,3731163,4958
10368,霸王条款，随意扣留司机的收入，看见大单就扣，死不要脸的易,0,0,0,0,0,2254389,4958
10369,光扣,0,0,0,1,0,4526533,525450
10370,非常差劲的软件，我打了两百来个字的问题描述，医生的回复就一句话：请问您要问什么呢？然后就直接结束了，钱也扣掉了，也没办法投诉，各种,0,0,0,1,0,3754010,55574
10371,垃圾不如，58赶集审核快，一个月发了7条都没通过，   这都审核2小时了 还没审核完  垃圾的要死  客服审核超慢，一星都多余    可扣5,0,0,0,0,0,2482421,3726
